0.2, 3.2611e-08, 3.26147e-08, 3.26159e-08, 3.26165e-08, 3.26171e-08, 3.26176e-08, 3.26179e-08, 3.2618e-08, 3.26182e-08
0.25, 4.05293e-05, 4.05322e-05, 4.05345e-05, 4.05356e-05, 4.05368e-05, 4.05377e-05, 4.05382e-05, 4.05386e-05, 4.05388e-05
0.3, 0.00812763, 0.00856186, 0.00871912, 0.00880036, 0.00888345, 0.0089513, 0.0089857, 0.00901345, 0.00903439
0.35, 0.0187435, 0.0198592, 0.0202762, 0.0204949, 0.0207211, 0.0209079, 0.0210033, 0.0210807, 0.0211393
0.4, 0.02678, 0.0285271, 0.0292027, 0.0295633, 0.0299413, 0.0302577, 0.0304209, 0.0305541, 0.0306556
0.45, 0.0330851, 0.035421, 0.0363551, 0.0368629, 0.0374033, 0.0378627, 0.0381174, 0.0383217, 0.0384728
0.5, 0.0381897, 0.0410741, 0.0422655, 0.0429254, 0.0436389, 0.0442558, 0.0445821, 0.0448526, 0.0450615
0.55, 0.0424203, 0.0457975, 0.0472438, 0.0480601, 0.0489572, 0.0497468, 0.0501703, 0.0505248, 0.0508007
0.6, 0.0459572, 0.0498108, 0.0515088, 0.0524848, 0.0535753, 0.054553, 0.0550852, 0.0555352, 0.0558884
0.65, 0.048969, 0.0532682, 0.0552134, 0.0563517, 0.0576445, 0.0588255, 0.0594782, 0.0600361, 0.0604781
0.7, 0.0515651, 0.0562813, 0.0584746, 0.0597847, 0.0612734, 0.0626727, 0.0634582, 0.0641371, 0.0646802
0.75, 0.0538264, 0.0589333, 0.0613698, 0.0628322, 0.0645537, 0.0661816, 0.0671116, 0.0679244, 0.068581
0.8, 0.055814, 0.0612884, 0.0639487, 0.0655764, 0.0675186, 0.0693977, 0.0704859, 0.0714489, 0.0722354
0.85, 0.0575632, 0.0633934, 0.0662729, 0.0680673, 0.0702351, 0.0723708, 0.073629, 0.0747561, 0.0756869
0.9, 0.0591349, 0.065287, 0.0683813, 0.0703382, 0.0727372, 0.0751432, 0.0765835, 0.0778897, 0.0789808
0.95, 0.060546, 0.0670002, 0.0703034, 0.0724203, 0.0750524, 0.0777399, 0.0793746, 0.0808758, 0.0821444
1, 0.0618199, 0.0685582, 0.0720636, 0.0743385, 0.0772058, 0.0801842, 0.082025, 0.083737, 0.085201
1.05, 0.0629758, 0.0699815, 0.0736824, 0.0761132, 0.0792165, 0.0824949, 0.0845531, 0.0864919, 0.0881701
1.1, 0.06403, 0.0712872, 0.0751769, 0.077761, 0.0811006, 0.084687, 0.0869738, 0.0891553, 0.0910673
1.15, 0.064995, 0.0724895, 0.0765617, 0.0792961, 0.0828718, 0.0867733, 0.0892989, 0.0917394, 0.0939056
1.2, 0.0658883, 0.0736006, 0.0778487, 0.0807305, 0.0845415, 0.088764, 0.0915387, 0.0942542, 0.0966956
1.25, 0.0667079, 0.0746305, 0.0790485, 0.0820744, 0.0861194, 0.0906682, 0.0937014, 0.0967079, 0.0994463
1.3, 0.0674633, 0.075588, 0.0801698, 0.0833367, 0.0876138, 0.0924935, 0.0957941, 0.0991074, 0.102165
1.35, 0.068164, 0.0764805, 0.0812204, 0.0845249, 0.0890322, 0.0942463, 0.0978227, 0.101458, 0.104858
1.4, 0.0688158, 0.0773146, 0.0822069, 0.0856458, 0.0903808, 0.0959322, 0.0997923, 0.103765, 0.107531
1.45, 0.0694232, 0.0780958, 0.0831352, 0.0867053, 0.0916651, 0.097556, 0.101707, 0.106033, 0.110187
1.5, 0.0699905, 0.0788291, 0.0840104, 0.0877083, 0.0928903, 0.0991222, 0.103571, 0.108263, 0.112831
1.55, 0.0705219, 0.0795188, 0.0848371, 0.0886596, 0.0940605, 0.100634, 0.105387, 0.11046, 0.115466
1.6, 0.0710154, 0.0801687, 0.0856193, 0.0895632, 0.0951798, 0.102096, 0.107157, 0.112625, 0.118093
1.65, 0.0714824, 0.0807822, 0.0863605, 0.0904227, 0.0962516, 0.10351, 0.108885, 0.114761, 0.120716
1.7, 0.071925, 0.0813623, 0.0870639, 0.0912414, 0.0972792, 0.104879, 0.110573, 0.116868, 0.123335
1.75, 0.0723428, 0.0819116, 0.0877324, 0.0920221, 0.0982653, 0.106206, 0.112221, 0.118949, 0.125952
1.8, 0.0727378, 0.0824326, 0.0883687, 0.0927677, 0.0992125, 0.107492, 0.113833, 0.121003, 0.128567
1.85, 0.0731117, 0.0829274, 0.0889749, 0.0934803, 0.100123, 0.10874, 0.115409, 0.123033, 0.131182
1.9, 0.0734671, 0.0833979, 0.0895532, 0.0941623, 0.101, 0.109951, 0.116952, 0.125039, 0.133797
1.95, 0.0738046, 0.0838459, 0.0901056, 0.0948156, 0.101844, 0.111128, 0.118461, 0.127021, 0.136411
2, 0.0741256, 0.084273, 0.0906337, 0.095442, 0.102658, 0.112271, 0.119938, 0.12898, 0.139026
2.05, 0.0744313, 0.0846806, 0.0911391, 0.0960432, 0.103442, 0.113383, 0.121385, 0.130916, 0.14164
2.1, 0.0747263, 0.08507, 0.0916234, 0.0966207, 0.1042, 0.114465, 0.122802, 0.13283, 0.144253
2.15, 0.0750048, 0.0854424, 0.0920877, 0.0971759, 0.104932, 0.115517, 0.12419, 0.134721, 0.146866
2.2, 0.0752714, 0.085799, 0.0925333, 0.09771, 0.105639, 0.116541, 0.125551, 0.13659, 0.149477
2.25, 0.0755247, 0.0861406, 0.0929614, 0.0982243, 0.106323, 0.117539, 0.126883, 0.138438, 0.152086
2.3, 0.0757673, 0.0864683, 0.0933729, 0.0987199, 0.106985, 0.118511, 0.12819, 0.140263, 0.154692
2.35, 0.0759997, 0.0867828, 0.0937688, 0.0991978, 0.107625, 0.119458, 0.12947, 0.142067, 0.157295
2.4, 0.0762226, 0.087085, 0.09415, 0.0996589, 0.108246, 0.120381, 0.130726, 0.14385, 0.159893
2.45, 0.0764361, 0.0873755, 0.0945173, 0.100104, 0.108848, 0.12128, 0.131957, 0.145611, 0.162486
2.5, 0.0766408, 0.0876551, 0.0948715, 0.100534, 0.109431, 0.122158, 0.133164, 0.14735, 0.165073
2.55, 0.0768377, 0.0879244, 0.0952132, 0.10095, 0.109997, 0.123015, 0.134347, 0.149068, 0.167652
2.6, 0.0770269, 0.0881838, 0.0955431, 0.101352, 0.110546, 0.12385, 0.135508, 0.150764, 0.170224
2.65, 0.077209, 0.088434, 0.0958618, 0.101742, 0.111079, 0.124666, 0.136647, 0.15244, 0.172787
2.7, 0.077384, 0.0886754, 0.0961698, 0.102118, 0.111597, 0.125463, 0.137764, 0.154094, 0.175341
2.75, 0.0775515, 0.0889085, 0.0964678, 0.102484, 0.112101, 0.126241, 0.13886, 0.155727, 0.177883
2.8, 0.0777147, 0.0891336, 0.0967561, 0.102838, 0.11259, 0.127, 0.139935, 0.157338, 0.180414
2.85, 0.0778722, 0.0893513, 0.0970353, 0.103181, 0.113067, 0.127743, 0.14099, 0.158929, 0.182933
2.9, 0.078024, 0.0895619, 0.0973057, 0.103514, 0.11353, 0.128469, 0.142025, 0.160499, 0.185439
2.95, 0.0781707, 0.0897657, 0.0975679, 0.103837, 0.113981, 0.129178, 0.143041, 0.162049, 0.187931
3, 0.0783133, 0.089963, 0.0978221, 0.104151, 0.11442, 0.129872, 0.144038, 0.163577, 0.190408
