0.661318, 0.419724, 0.262857, 0.164539, 0.0651384, 0.0106756, 0.00115212, 3.23051e-06, 6.75979e-21
0.666211, 0.427045, 0.270265, 0.171018, 0.0692338, 0.0118932, 0.00137224, 5.28778e-06, 5.95744e-20
0.670919, 0.43416, 0.277539, 0.177446, 0.073385, 0.0131841, 0.00161959, 8.496e-06, 5.32192e-19
0.675451, 0.441077, 0.284679, 0.183819, 0.0775857, 0.0145474, 0.00189578, 1.3688e-05, 3.84536e-18
0.679818, 0.447802, 0.291687, 0.190133, 0.0818299, 0.0159822, 0.00220233, 2.02397e-05, 2.7893e-17
0.68403, 0.454344, 0.298565, 0.196387, 0.086112, 0.0174873, 0.00254068, 2.90992e-05, 1.72016e-16
0.688093, 0.460708, 0.305314, 0.202577, 0.0904266, 0.0190613, 0.00291216, 4.26807e-05, 9.66608e-16
0.692016, 0.466902, 0.311935, 0.208701, 0.0947686, 0.0207026, 0.00331796, 5.9996e-05, 5.31251e-15
0.695805, 0.472931, 0.318432, 0.214757, 0.0991334, 0.0224096, 0.00375999, 8.05617e-05, 2.52825e-14
0.699467, 0.478802, 0.324806, 0.220744, 0.103516, 0.0241804, 0.00423902, 0.000104924, 1.08526e-13
0.703009, 0.48452, 0.331059, 0.226662, 0.107913, 0.0260131, 0.00475501, 0.000133587, 4.55932e-13
0.706436, 0.490091, 0.337194, 0.232508, 0.112321, 0.0279057, 0.00530879, 0.000174001, 1.79077e-12
0.709754, 0.49552, 0.343213, 0.238283, 0.116734, 0.0298562, 0.00590103, 0.00022452, 6.41174e-12
0.712968, 0.500812, 0.349117, 0.243985, 0.121151, 0.0318625, 0.00653228, 0.000280589, 2.12739e-11
0.716082, 0.505972, 0.354911, 0.249615, 0.125567, 0.0339223, 0.00720297, 0.000343411, 6.59476e-11
0.719101, 0.511004, 0.360595, 0.255172, 0.12998, 0.0360336, 0.00791339, 0.000413924, 1.92083e-10
